Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,HL_Ratio,Volume_MA,Price_MA_20,Price_MA_50,RSI,Volatility_20,LogReturns,RealizedVol_5,SMA_5,RealizedVol_10,SMA_10,RealizedVol_20,SMA_20,RealizedVol_60,SMA_60,MACD,MACD_Signal,BollingerUpper,BollingerLower,VolumeMA,VolumeRatio,HighLowRatio,ClosePosition
2025-07-17 04:00:00,172.02000427246094,174.16000366210938,170.8300018310547,173.0,160841100,0.0,0.0,0.009511611888054494,0.0192485654974259,185502885.0,158.28200073242186,144.12918701171876,78.7588234805992,0.2683996950600429,0.009466661317829406,0.27653492298333004,168.81199951171874,0.21057088756370476,164.86200103759765,0.26839969506004324,158.28200073242186,0.3153528576434183,138.2003993988037,7.910957970361721,7.155342919126862,175.51433725189187,141.04966421295185,185502885.0,0.8670544396115457,0.01924856549742594,0.6516507434646138
2025-07-18 04:00:00,173.63999938964844,174.25,171.25999450683594,172.41000366210938,146456400,0.0,0.0,-0.003410383456015187,0.0173424130250812,184751000.0,159.62850112915038,145.3067446899414,75.17174018526457,0.272166036736021,-0.0034162120693176654,0.29345427800359747,170.31000061035155,0.21904715729405672,166.16900177001952,0.27216603673602124,159.62850112915038,0.31573648702738843,139.42584724426268,7.982883773200314,7.320851089941553,176.8574646400809,142.39953761821985,184751000.0,0.7927231787649323,0.0173424130250812,0.3846177399682577
2025-07-21 04:00:00,172.75,173.3800048828125,171.0,171.3800048828125,123126100,0.0,0.0,-0.005974124223762978,0.0138872961547638,178759495.0,161.00500106811523,146.39330734252928,72.38384861790684,0.2676981041001893,-0.0059920406963435225,0.2960030783137411,171.77200012207032,0.21731981294768163,167.48300170898438,0.2676981041001896,161.00500106811523,0.311362808042942,140.5704662322998,7.866097718691776,7.429900415691598,177.2997759228998,144.71022621333066,178759495.0,0.6887807553942799,0.013887296154763898,0.15966558957788377
2025-07-22 04:00:00,171.33999633789062,171.38999938964844,164.5800018310547,167.02999877929688,193114300,0.0,0.0,-0.025382226511722283,0.0407711046420593,180699765.0,162.14800109863282,147.3866702270508,73.21612036140208,0.2935540360776361,-0.0257099120385482,0.21096676355796934,171.03800048828126,0.27315495515927524,168.18600158691407,0.2935540360776363,162.14800109863282,0.31374146745399745,141.58058942159016,7.337947499993618,7.411509832552004,176.57000774314352,147.72599445412212,180699765.0,1.0687025519928042,0.0407711046420593,0.35976473224288597
2025-07-23 04:00:00,169.52999877929688,171.25999450683594,167.97000122070312,170.77999877929688,154082200,0.0,0.0,0.022451056860480545,0.0192645117089182,179025570.0,163.29200134277343,148.469432220459,73.03373355015353,0.29096127831687,0.02220274163807972,0.2844734904347737,170.9200012207031,0.2801651453777351,168.9760009765625,0.29096127831687024,163.29200134277343,0.3066040399341602,142.5768844604492,7.139676559418206,7.357143177925245,176.53708982999134,150.04691285555552,179025570.0,0.8606714672099633,0.01926451170891827,0.854104344357715
2025-07-24 04:00:00,172.44000244140625,173.8300018310547,171.3000030517578,173.74000549316406,128984600,0.0,0.0,0.01733227974601692,0.014561981692791,172017475.0,164.26350173950195,149.48440307617187,73.80955865026212,0.2614767759397792,0.01718378911727718,0.3064852093645984,171.06800231933593,0.286999426598248,169.94000091552735,0.26147677593977947,164.26350173950195,0.3016544263162185,143.66051038106283,7.139098135179921,7.313534169376181,177.5847304740664,150.9422730049375,172017475.0,0.7498342828250444,0.01456198169279107,0.9644283077813831
2025-07-25 04:00:00,173.61000061035156,174.72000122070312,172.9600067138672,173.5,122316800,0.0,0.0,-0.001381406041071509,0.0101440605581322,168226030.0,165.1875015258789,150.35598358154297,75.97004747469029,0.2627834131771534,-0.00138236106201245,0.30497917833820615,171.28600158691407,0.28931978574864464,170.79800109863282,0.2627834131771537,165.1875015258789,0.30207500718688374,144.7353032430013,7.038141972744484,7.258455730049843,178.3720781119531,152.0029249398047,168226030.0,0.7270979407883548,0.010144060558132205,0.30681532472711825
2025-07-28 04:00:00,174.02000427246094,177.0,173.97000122070312,176.75,140023500,0.0,0.0,0.018731988472622474,0.0171428502364745,162065480.0,166.13750152587892,151.1843716430664,77.129903870108,0.2634824013745585,0.01855870538976825,0.3174779513001605,172.36000061035156,0.29015535214960914,172.06600036621094,0.26348240137455875,166.13750152587892,0.3022951081024227,145.8659292856852,7.138097777414828,7.234384139522841,179.79521171269366,152.47979133906418,162065480.0,0.8639933686063189,0.01714285023647454,0.9174917159346138
2025-07-29 04:00:00,177.9600067138672,179.3800048828125,175.02000427246094,175.50999450683594,154077500,0.0,0.0,-0.007015589777448761,0.0248418936061316,160040340.0,167.0135009765625,151.99815887451172,71.60450131733013,0.2670536234156542,-0.0070403147353806355,0.21061450059914516,174.05599975585938,0.23192545866895886,172.5470001220703,0.2670536234156544,167.0135009765625,0.3019246071498516,146.9310583750407,7.036147069056085,7.19473672542949,180.71825549669646,153.30874645642857,160040340.0,0.9627416437630663,0.024841893606131614,0.11238306554628907
2025-07-30 04:00:00,176.50999450683594,179.88999938964844,176.0399932861328,179.27000427246094,174312200,0.0,0.0,0.021423337036675427,0.0214760194776603,158098770.0,168.31200103759767,152.8757470703125,73.87471849050877,0.2380244558389362,0.021197083057993678,0.2068875161999214,175.75400085449218,0.2500612120519789,173.33700103759764,0.2380244558389365,168.31200103759767,0.300914495571541,148.01069094340008,7.1760309447331,7.190995569290212,181.45563033459285,155.16837174060248,158098770.0,1.1025525372525036,0.021476019477660348,0.8389625625213029
