Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,HL_Ratio,Volume_MA,Price_MA_20,Price_MA_50,RSI,Volatility_20,LogReturns,RealizedVol_5,SMA_5,RealizedVol_10,SMA_10,RealizedVol_20,SMA_20,RealizedVol_60,SMA_60,MACD,MACD_Signal,BollingerUpper,BollingerLower,VolumeMA,VolumeRatio,HighLowRatio,ClosePosition
2025-07-17 04:00:00,624.4000244140625,628.4000244140625,624.1799926757812,628.0399780273438,68885700,0.0,0.0,0.0,0.006119649327969823,0.0067193680114699,71904435.0,616.2904541015625,598.7650415039062,72.26664604698934,0.0780163688549531,0.006101000318943925,0.07113514485286145,624.5659912109375,0.080191639257071,623.9070007324219,0.07801636885495314,616.2904541015625,0.13632284646074713,590.507758585612,8.576884710668878,9.010239629284262,636.8999487683753,595.6809594347498,71904435.0,0.958017401847327,0.0067193680114699915,0.9146815926874069
2025-07-18 04:00:00,629.2999877929688,629.469970703125,626.4600219726562,627.5800170898438,65621600,0.0,0.0,0.0,-0.0007323752525193461,0.0047961194564897,71355265.0,617.8855041503906,600.173583984375,68.78164413803087,0.0783202994031353,-0.0007326435702887922,0.06298100500241219,625.3579956054688,0.07135198042241281,624.1309997558594,0.07832029940313534,617.8855041503906,0.12817490342512697,592.2058268229167,8.417804763598951,8.891752656147201,636.6320558212723,599.1389524795089,71355265.0,0.9196462237229446,0.004796119456489719,0.37209773902463755
2025-07-21 04:00:00,628.77001953125,631.5399780273438,628.3400268554688,628.77001953125,63375000,0.0,0.0,0.0,0.0018961764380651669,0.0050892235196909,69821445.0,619.6100036621094,601.5590649414063,67.07331503670142,0.0761660303972044,0.00189438096485408,0.06297341278576418,626.15,0.05657037827908382,624.9400024414062,0.0761660303972044,619.6100036621094,0.1255095383048092,593.7879638671875,8.29216904810255,8.771835934538272,635.3117230353155,603.9082842889034,69821445.0,0.9076724207011184,0.005089223519690989,0.13437476157778286
2025-07-22 04:00:00,629.0999755859375,629.72998046875,626.1900024414062,628.8599853515625,60046300,0.0,0.0,0.0,0.00014308223598114012,0.0056291990423984,68452460.0,621.0455017089844,602.8683752441407,67.58708125541025,0.0719506222328582,0.00014307200069432695,0.04317024452266576,627.493994140625,0.05604189160088232,625.7919982910156,0.07195062223285824,621.0455017089844,0.1196765924845072,595.1843200683594,8.106415615096353,8.63875187064989,634.3178888311666,607.7731145868022,68452460.0,0.8771971087671648,0.005629199042398499,0.7542371420196899
2025-07-23 04:00:00,631.5499877929688,634.2100219726562,629.72998046875,634.2100219726562,70511000,0.0,0.0,0.0,0.008507516372031176,0.0070639714742625,68591245.0,622.4170013427735,604.2990441894531,69.98843840435794,0.0683532127407588,0.00847153140570549,0.06310066435552403,629.4920043945312,0.06284919452853181,626.8070007324219,0.06835321274075887,622.4170013427735,0.11992537576705566,596.604204305013,8.29528504202949,8.57005850492581,635.1401497477989,609.693852937748,68591245.0,1.0279883387449813,0.00706397147426252,1.0
2025-07-24 04:00:00,634.5999755859375,636.1500244140625,633.989990234375,634.4199829101562,71307100,0.0,0.0,0.0,0.0003310590028946514,0.0034047385610068,69050860.0,623.7820007324219,605.36201171875,65.26562929700488,0.0684319163115571,0.00033100421495464624,0.05942544107957706,630.7680053710938,0.06276217948814528,627.6669982910156,0.06843191631155712,623.7820007324219,0.11992909598403055,598.0240987141927,8.365475522053657,8.529141908351379,635.4053130668643,612.1586883979795,69050860.0,1.0326750456113074,0.0034047385610068252,0.19906753320146933
2025-07-25 04:00:00,635.0900268554688,637.5800170898438,634.8400268554688,637.0999755859375,56865400,0.0,0.0,0.0,0.004224319453948855,0.0043007225543448,67966710.0,625.0434997558593,606.4018054199219,79.57508184610514,0.0656521640895321,0.004215422064666547,0.05518147635995173,632.6719970703125,0.057706080904322526,629.0149963378906,0.06565216408953214,625.0434997558593,0.11971865996929215,599.4309967041015,8.53892359852182,8.531098246385467,636.6997750606752,613.3872244510435,67966710.0,0.8366654793206851,0.004300722554344858,0.8248017464136149
2025-07-28 04:00:00,637.47998046875,638.0399780273438,635.5399780273438,636.9400024414062,54917100,0.0,0.0,0.0,-0.0002510958258695739,0.0039250164700245,66399645.0,626.1450012207031,607.4234436035156,80.09440810148097,0.0651667950099336,-0.00025112735570457557,0.05984607449735094,634.3059936523438,0.058960453650747036,630.2279968261719,0.06516679500993369,626.1450012207031,0.11977231083413274,600.8315724690755,8.56474490503956,8.537827578116286,637.932138603073,614.3578638383332,66399645.0,0.8270691808668555,0.003925016470024556,0.560009765625
2025-07-29 04:00:00,638.3499755859375,638.6699829101562,634.3400268554688,635.260009765625,60556300,0.0,0.0,0.0,-0.002637599568784843,0.0068160375092476,64802335.0,627.0155029296875,608.3542517089844,71.92653753778872,0.0659357320036412,-0.0026410841631859436,0.06949038552850524,635.5859985351562,0.054547912730714236,631.5399963378907,0.06593573200364122,627.0155029296875,0.1198010984796788,602.1388417561849,8.353354833103253,8.50093302911368,638.794783154524,615.236222704851,64802335.0,0.9344771295663961,0.0068160375092476055,0.21246934115192692
2025-07-30 04:00:00,635.9199829101562,637.6799926757812,631.5399780273438,634.4600219726562,80418900,0.0,0.0,0.0,-0.0012593076546151272,0.0096775437944017,65321775.0,627.8560028076172,609.1944812011719,67.57541294609601,0.0663422776781361,-0.0012601012488224184,0.040880418064882434,635.6359985351562,0.05645722582223519,632.5640014648437,0.06634227767813614,627.8560028076172,0.117071642304429,603.2950185139974,8.028724213963642,8.406491266083673,639.2128855107541,616.4991201044803,65321775.0,1.2311193319532423,0.009677543794401786,0.47557605518996404
