Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,HL_Ratio,Volume_MA,Price_MA_20,Price_MA_50,RSI,Volatility_20,LogReturns,RealizedVol_5,SMA_5,RealizedVol_10,SMA_10,RealizedVol_20,SMA_20,RealizedVol_60,SMA_60,MACD,MACD_Signal,BollingerUpper,BollingerLower,VolumeMA,VolumeRatio,HighLowRatio,ClosePosition
2025-07-31 04:00:00,639.4600219726562,639.8499755859375,630.77001953125,632.0800170898438,103385200,0.0,0.0,0.0,-0.003751229077306739,0.0143652003056392,67165515.0,628.4375030517579,609.9741491699219,67.08417043619735,0.0675789931425667,-0.0037582825821688677,0.04881342390327242,635.1680053710937,0.056243321405739684,632.9680053710938,0.06757899314256675,628.4375030517579,0.1165846061896696,604.4655354817709,7.493030613285782,8.223799135524095,639.3811864178554,617.4938196856604,67165515.0,1.5392601396713774,0.014365200305639272,0.14427355712998938
2025-08-01 04:00:00,626.2999877929688,626.3400268554688,619.2899780273438,621.719970703125,140103600,0.0,0.0,0.0,-0.01639040328219421,0.0113395888186635,71617405.0,628.2565002441406,610.5864978027344,45.44645057536602,0.0867128400952607,-0.016526211959548707,0.10449647208088471,632.0920043945313,0.1027192508684467,632.3820007324218,0.08671284009526076,628.2565002441406,0.12071889392374821,605.5416534423828,6.161494540728086,7.811338216564893,639.5306497013695,616.9823507869118,71617405.0,1.9562786448350091,0.011339588818663572,0.3446774249402639
2025-08-04 04:00:00,625.6699829101562,631.219970703125,625.5800170898438,631.1699829101562,73218000,0.0,0.0,0.0,0.01519978873502148,0.0089357126701066,71537580.0,628.7809997558594,611.5870581054687,61.09062940879262,0.0983483413502643,0.015085429316188507,0.17866205012602426,630.9380004882812,0.13079915715845283,632.6219970703125,0.09834834135026431,628.7809997558594,0.12369821492934681,606.7362202962239,5.801898938678619,7.409450360987639,639.5350789131849,618.0269205985339,71537580.0,1.02349003139329,0.0089357126701066,0.9911368432444132
2025-08-05 04:00:00,631.7899780273438,632.6099853515625,627.0399780273438,627.969970703125,68051400,0.0,0.0,0.0,-0.0050699689365404366,0.0088698625476981,71988920.0,629.1624969482422,612.5190307617188,54.482433587902094,0.1004914556226135,-0.005082864835385939,0.18023569550666993,629.4799926757812,0.1336848708226351,632.5329956054687,0.10049145562261351,629.1624969482422,0.12410961528161475,607.8124786376953,5.198774357153752,6.967315160220863,639.1712876154292,619.1537062810552,71988920.0,0.9453038050855603,0.008869862547698145,0.16696435420068156
2025-08-06 04:00:00,629.0499877929688,633.4400024414062,628.1300048828125,632.780029296875,64357500,0.0,0.0,0.0,0.007659695237280717,0.0083915378373967,71901130.0,629.5984985351563,613.6265710449219,55.53485574353266,0.1018337131219539,0.007630508716870996,0.19393874661739832,629.143994140625,0.1322143365255947,632.3899963378906,0.10183371312195395,629.5984985351563,0.12450199860801267,608.980869547526,5.050703939139794,6.58399291600465,639.4295403821694,619.7674566881432,71901130.0,0.895083290067903,0.008391537837396748,0.8757112150714376
2025-08-07 04:00:00,636.239990234375,636.97998046875,629.1099853515625,632.25,74205800,0.0,0.0,0.0,-0.0008376201402309214,0.0124476000271846,72734970.0,629.9199981689453,614.4834191894531,55.44412994815793,0.1016576932615391,-0.0008379711399972514,0.19192617561058353,629.1779907226562,0.13221442869939576,632.172998046875,0.10165769326153914,629.9199981689453,0.1064566369528077,609.8305094401042,4.834854933376391,6.234165319478999,639.6508043446199,620.1891919932707,72734970.0,1.0202217722781766,0.012447600027184659,0.39898559042049914
2025-08-08 04:00:00,634.0599975585938,637.6500244140625,633.739990234375,637.1799926757812,64051600,0.0,0.0,0.0,0.007797536853746623,0.0061364672849623,72754040.0,630.597998046875,615.5070666503906,59.017758155570704,0.1035985646416678,0.007767293178963315,0.1265999237509445,632.2699951171875,0.13678447450854891,632.1809997558594,0.1035985646416678,630.597998046875,0.10673243439446217,610.6983378092448,5.003920171562868,5.988116289895773,640.3700807536507,620.8259153400993,72754040.0,0.8803854741262478,0.006136467284962379,0.8797883300552589
2025-08-11 04:00:00,637.4600219726562,638.9500122070312,634.6599731445312,635.9199829101562,58742300,0.0,0.0,0.0,-0.0019774785462639555,0.0067461931969294,73096230.0,631.1534973144531,616.4592504882812,57.38491771126352,0.104111601925019,-0.0019794363383848048,0.09335020213352396,633.2199951171875,0.1371634753538571,632.0789978027344,0.10411160192501903,631.1534973144531,0.10696234658864145,611.5327026367188,4.978840360672621,5.786261104051143,640.8025560254623,621.504438603444,73096230.0,0.8036296810382697,0.0067461931969294685,0.29370589574322786
2025-08-12 04:00:00,638.2899780273438,642.8499755859375,636.7899780273438,642.6900024414062,64730800,0.0,0.0,0.0,0.010646024206171889,0.009429114402859,72616905.0,632.1809967041015,617.5599951171876,58.61434831887027,0.1076830239606743,0.010589754305315703,0.09013405057034012,636.1640014648438,0.1462621971596393,632.8219970703125,0.10768302396067433,632.1809967041015,0.10840833191204421,612.4322092692057,5.442510552802219,5.717510993801359,642.1596957797328,622.2022976284702,72616905.0,0.8914012515405332,0.009429114402859,0.973601780696365
2025-08-13 04:00:00,644.9099731445312,646.1900024414062,642.6799926757812,644.8900146484375,60092800,0.0,0.0,0.0,0.0034231312120525104,0.0054428037121004,71172170.0,633.2144989013672,618.6385363769531,60.222615005238204,0.1077000792874115,0.0034172856347253642,0.08617556133755619,638.5859985351562,0.14594460670281334,633.8649963378906,0.10770007928741153,633.2144989013672,0.10801574692248819,613.3062337239584,5.919261556851552,5.757861106411399,643.9726755585182,622.4563222442162,71172170.0,0.8443300239405375,0.005442803712100405,0.6296341378590805
