Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,HL_Ratio,Volume_MA,Price_MA_20,Price_MA_50,RSI,Volatility_20,LogReturns,RealizedVol_5,SMA_5,RealizedVol_10,SMA_10,RealizedVol_20,SMA_20,RealizedVol_60,SMA_60,MACD,MACD_Signal,BollingerUpper,BollingerLower,VolumeMA,VolumeRatio,HighLowRatio,ClosePosition
2025-07-17 04:00:00,182.13999938964844,184.05999755859375,180.47999572753903,183.5800018310547,31992600,0.0,0.0,0.0033338831845759476,0.0195010447507746,42017065.0,176.02999877929688,171.1741213989258,69.48758683764086,0.2527408650367486,0.0033283381170188036,0.07639955517915273,182.06000061035155,0.1571717560829419,179.5219985961914,0.252740865036749,176.02999877929688,0.2950272280094325,169.23241500854493,3.154004709637576,2.6400300717907785,186.82879342677288,165.23120413182087,42017065.0,0.7614191995561803,0.01950104475077479,0.8659230497103826
2025-07-18 04:00:00,185.3999938964844,186.4199981689453,183.7100067138672,185.05999755859375,34014500,0.0,0.0,0.008061857025696506,0.0146438532953081,42282415.0,176.61699829101562,171.61466888427734,64.67415456021769,0.24506090455313,0.008029533863276112,0.039734060557493345,183.03399963378905,0.1591304531509566,180.0749984741211,0.24506090455313043,176.61699829101562,0.29162591025185336,169.79530080159506,3.3668515493773157,2.7853943673080863,188.0530612265813,165.18093535544995,42282415.0,0.8044597263424996,0.014643853295308117,0.4981531739507438
2025-07-21 04:00:00,186.25,190.2899932861328,186.1499938964844,190.1000061035156,45803100,0.0,0.0,0.0272344569945544,0.0217780076629459,40789575.0,177.78999862670898,172.39272979736327,77.75111510033611,0.2034594632103202,0.026870197972878783,0.16301734402118007,184.74200134277345,0.16484252316060097,181.40599975585937,0.2034594632103208,177.78999862670898,0.2921678510596811,170.37759806315105,3.8972951789748436,3.007774529641438,189.71921257097077,165.8607846824472,40789575.0,1.1229119205091007,0.021778007662945815,0.9541093694138562
2025-07-22 04:00:00,191.5,191.6499938964844,187.4600067138672,191.33999633789065,44660200,0.0,0.0,0.0065228311129030825,0.0218981251322803,40139035.0,179.0974983215332,173.13766052246095,79.99226431249818,0.1951984902816103,0.006501649509492822,0.15453734317104306,186.61000061035156,0.11662240334259452,183.10399932861327,0.19519849028161093,179.0974983215332,0.2887143963251622,170.9151412963867,4.367387896883457,3.279697203089842,190.94393340930657,167.25106323375985,40139035.0,1.1126376107447526,0.02189812513228047,0.9260146761594353
2025-07-23 04:00:00,191.5,192.52999877929688,189.17999267578125,190.22999572753903,58681900,0.0,0.0,-0.005801194897022244,0.0176102937431263,41046915.0,180.2704978942871,173.89095428466797,73.99585769580207,0.2005341976993374,-0.005818087190142875,0.19186360506367564,188.06199951171874,0.13670469963980075,184.46499938964843,0.20053419769933833,180.2704978942871,0.2878913985572139,171.3895716349284,4.597376297873467,3.543233022046567,191.61257089132482,168.92842489724939,41046915.0,1.4296299734096947,0.01761029374312631,0.3134331757353727
2025-07-24 04:00:00,197.02999877929688,197.9499969482422,191.0,192.1699981689453,74881700,0.0,0.0,0.010198194212151845,0.0361658792447514,43017050.0,181.34499816894532,174.5689862060547,75.07936690549893,0.1911362131409963,0.010146543495428166,0.18778394420390526,189.77999877929688,0.13690832068514572,185.9199996948242,0.1911362131409972,181.34499816894532,0.2873156775336906,171.9188082377116,4.879932917361032,3.8105730011094607,192.9306675748488,169.75932876304185,43017050.0,1.740744658222728,0.036165879244751474,0.16834513420055985
2025-07-25 04:00:00,191.97999572753903,194.3300018310547,191.2599945068359,193.17999267578125,39785900,0.0,0.0,0.0052557345915569265,0.0158919527933268,43416510.0,182.32699813842777,175.24584411621095,84.91693479545587,0.1868766024967121,0.005241971421160394,0.1899404509871348,191.40399780273438,0.13233689362565978,187.21899871826173,0.18687660249671298,182.32699813842774,0.2870738947500154,172.4723688761393,5.126266777420966,4.073711756371763,194.4443563616636,170.20963991519187,43416510.0,0.9163772030501761,0.015891952793327037,0.6254050776357417
2025-07-28 04:00:00,193.6499938964844,194.0500030517578,190.83999633789065,192.5800018310547,38139500,0.0,0.0,-0.003105864310356088,0.0166684322533304,39916475.0,183.0294982910156,175.79404327392578,92.0980004202514,0.1673607017738826,-0.003110697517030469,0.10746410960501757,191.89999694824218,0.14160181360497603,188.3209991455078,0.16736070177388354,183.0294982910156,0.2863393252599376,173.03856913248697,5.212981879285508,4.301565780954512,195.8298355421123,170.22916103991892,39916475.0,0.95548266724454,0.016668432253330295,0.5420566522952267
2025-07-29 04:00:00,192.42999267578125,195.9199981689453,192.0800018310547,195.75,41389200,0.0,0.0,0.016460681996079085,0.019616839529454,38816990.0,184.00549850463867,176.43380828857423,92.41688522948398,0.1607361892895346,0.016326673550753658,0.14635804090752813,192.78199768066406,0.14915798669785255,189.6959991455078,0.16073618928953567,184.00549850463867,0.2864751740564198,173.61598637898763,5.474391207564935,4.536130866276596,197.57642261350827,170.43457439576906,38816990.0,1.066265055585196,0.019616839529454023,0.9557296012842826
2025-07-30 04:00:00,195.6000061035156,197.6000061035156,194.69000244140625,196.52999877929688,32445400,0.0,0.0,0.003984668093470534,0.0148069184357819,38644035.0,185.03999862670895,177.0446270751953,92.34217427966561,0.1583746455054741,0.0039767503297007244,0.11584647885614183,194.04199829101563,0.14981919564684762,191.0519989013672,0.1583746455054752,185.03999862670898,0.28509253421861896,174.16095860799155,5.679034986103119,4.764711690241901,199.13435197155704,170.94564528186092,38644035.0,0.8395965897453513,0.014806918435781805,0.6323003513187624
