Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,HL_Ratio,Volume_MA,Price_MA_20,Price_MA_50,RSI,Volatility_20
2023-08-15 00:00:00-04:00,364.76967617772584,365.5696374370887,361.19466941188847,361.8662414550781,45539900,0.0,0.0,0.0,,0.012090014276016274,,,,,
2023-08-16 00:00:00-04:00,361.32311829508967,362.86372886694943,357.93575211070043,358.0345153808594,53190500,0.0,0.0,0.0,-0.010588791203100967,0.01376397119424885,,,,,
2023-08-17 00:00:00-04:00,359.43689387633515,359.78255029363106,353.70898518919955,354.1237487792969,62604300,0.0,0.0,0.0,-0.010922875961839607,0.01715096805952086,,,,,
2023-08-18 00:00:00-04:00,350.8449629471608,354.9433821748233,350.3017800712965,353.6792907714844,61191400,0.0,0.0,0.0,-0.001255092349339959,0.013123759927820533,,,,,
2023-08-21 00:00:00-04:00,355.1507551259586,360.05899079270586,354.6865949271119,359.3775634765625,50696500,0.0,0.0,0.0,0.016111411817888444,0.014949168817391448,,,,,
2023-08-22 00:00:00-04:00,361.99466243504116,362.0045478036107,358.1727619501807,358.86407470703125,44530200,0.0,0.0,0.0,-0.0014288281231689126,0.010677540950729581,,,,,
2023-08-23 00:00:00-04:00,360.0491556102989,365.61907877281766,359.83188846271867,364.5228576660156,51770600,0.0,0.0,0.0,0.015768596964196302,0.0158760697399156,,,,,
2023-08-24 00:00:00-04:00,368.00901730905156,368.1077504447575,356.5235447350416,356.7309265136719,66842500,0.0,0.0,0.0,-0.021375699735907694,0.0324732307987095,,,,,
2023-08-25 00:00:00-04:00,357.57034565539163,361.1947194814149,354.12369748963266,359.49609375,69960500,0.0,0.0,0.0,0.007751408781268454,0.01966925959618228,,,,,
2023-08-28 00:00:00-04:00,362.42920978107924,363.1402631623832,359.7232708675459,362.20208740234375,40910000,0.0,0.0,0.0,0.007527185133270331,0.009433938714554042,,,,,
2023-08-29 00:00:00-04:00,362.00452704030795,370.4680295195709,361.67864141771327,370.11248779296875,58492400,0.0,0.0,0.0,0.02183974268993638,0.023747883121344973,,,,,
2023-08-30 00:00:00-04:00,370.2211396426839,372.75920789937777,369.2137965238232,372.176513671875,41731500,0.0,0.0,0.0,0.005576752871037538,0.009526155588314067,,,,,
2023-08-31 00:00:00-04:00,372.2555415078633,375.0009915643062,372.18640420691946,373.29248046875,35730700,0.0,0.0,0.0,0.0029984879643933926,0.007539898349552685,,,,,
2023-09-01 00:00:00-04:00,375.67253698560194,376.0971858867266,371.4062169610878,372.8974609375,39801200,0.0,0.0,0.0,-0.0010582038265383176,0.012579782425563459,,,,62.309980295640315,
2023-09-05 00:00:00-04:00,372.0876891490257,374.5961317996012,371.1593685650723,373.3715515136719,32344200,0.0,0.0,0.0,0.001271369815659229,0.009204673523186293,,,,62.70460148624622,
2023-09-06 00:00:00-04:00,372.59132817323575,372.93698455417183,368.06825966841876,370.0828857421875,42998700,0.0,0.0,0.0,-0.008808024495042366,0.01315576881105707,,,,63.46576913290626,
2023-09-07 00:00:00-04:00,365.6091423956698,368.2163478028862,364.5623181411007,367.4361572265625,52060700,0.0,0.0,0.0,-0.007151718216628966,0.009944665460705906,,,,65.31112519769775,
2023-09-08 00:00:00-04:00,367.38681367525555,370.19151564035695,366.9819053796093,367.94970703125,35800100,0.0,0.0,0.0,0.0013976572381004804,0.008722959142008628,,,,66.3869239066518,
2023-09-11 00:00:00-04:00,370.99146927232147,372.79871359052174,369.0163243771731,372.2851867675781,39936600,0.0,0.0,0.0,0.011782805240717176,0.010159924025422085,,,,65.30090128938573,
2023-09-12 00:00:00-04:00,370.60632607084085,372.2654707976579,367.87076105986915,368.15716552734375,41391000,0.0,0.0,0.0,-0.011088330631891519,0.011937047949328388,48376175.0,364.83294982910155,,60.146664072100506,
2023-09-13 00:00:00-04:00,368.3940896571107,371.1691653773595,367.2583875527413,369.5594177246094,46300700,0.0,0.0,0.0,0.0038088412465286936,0.010582270771766574,48414215.0,365.2176086425781,,56.06269662492083,0.17156101615528957
2023-09-14 00:00:00-04:00,371.317359871793,373.56902387676206,369.2434818148812,372.5814514160156,48039400,0.0,0.0,0.0,0.008177395965209167,0.011609654869938948,48156660.0,365.94495544433596,,71.55513722677901,0.16747527205130372
2023-09-15 00:00:00-04:00,371.2383774233135,371.64328575982034,365.26354579045386,366.2017517089844,69811200,0.0,0.0,0.0,-0.017122966489031777,0.01742138026263833,48517005.0,366.5488555908203,,58.30279579968788,0.17511505370265418
2023-09-18 00:00:00-04:00,365.2582065880154,367.70104260624447,364.9713875722225,366.5834655761719,36903500,0.536,0.0,0.0,0.001042359479183519,0.007446203362532096,47302610.0,367.1940643310547,,55.75623880879468,0.17478413536726145
2023-09-19 00:00:00-04:00,365.2581850570145,366.6032131393403,362.7658809791459,365.8021240234375,37621700,0.0,0.0,0.0,-0.002131415151270688,0.010490185562587268,46648870.0,367.5152923583984,,43.03174841238204,0.16685910857564165
2023-09-20 00:00:00-04:00,366.87036069344913,367.22638698115924,360.4517161973596,360.5308532714844,45514200,0.0,0.0,0.0,-0.014410169886316382,0.01879082115254706,46698070.0,367.59863128662107,,32.942176703502625,0.17544390699315732
2023-09-21 00:00:00-04:00,356.8318930135082,357.6231126860591,353.7561114231853,353.9242248535156,69734800,0.0,0.0,0.0,-0.018324724106188683,0.010926071151174435,47596280.0,367.0686996459961,,25.561482994360333,0.17727851644401943
2023-09-22 00:00:00-04:00,355.6748090842293,357.82092661281916,353.65723646822437,353.9737243652344,51589700,0.0,0.0,0.0,0.00013985906655378244,0.011762709653269771,46833640.0,366.9308395385742,,25.912338724275713,0.16083605395957476
2023-09-25 00:00:00-04:00,353.0045109229523,355.7440660456403,352.0155088268365,355.655029296875,39168000,0.0,0.0,0.0,0.004749801513249663,0.010483634172628235,45294015.0,366.738786315918,,28.121370269620428,0.15917782486774143
2023-09-26 00:00:00-04:00,353.06381645921084,353.6077856716715,349.3253900838564,350.31439208984375,53657700,0.0,0.0,0.0,-0.01501634102458671,0.012224435205952901,45931400.0,366.14440155029297,,26.764905061565784,0.16415627437790942
2023-09-27 00:00:00-04:00,351.4715414876378,353.05395075058357,347.49573406446905,351.1352844238281,56066000,0.0,0.0,0.0,0.00234330176698494,0.015829274164898873,45810080.0,365.19554138183594,,29.98140356952524,0.14002117760024477
2023-09-28 00:00:00-04:00,350.2154997143649,356.20887987525634,349.35507276421157,354.0726318359375,56453300,0.0,0.0,0.0,0.008365286948958106,0.019357065457181515,46546170.0,364.29034729003905,,33.91553181705635,0.14250643405489036
2023-09-29 00:00:00-04:00,357.5638291458797,358.95832573441123,353.0935203191677,354.32977294921875,64829600,0.0,0.0,0.0,0.0007262383199400091,0.01655182788177406,48001115.0,363.3422119140625,,27.015472169549298,0.14157905909406765
2023-10-02 00:00:00-04:00,354.59677863937884,358.6912311451916,353.9836022404072,357.286865234375,51625100,0.0,0.0,0.0,0.00834559359927134,0.013176048052301714,48592310.0,362.5616821289062,,35.65501610094543,0.1467474706952137
2023-10-03 00:00:00-04:00,354.83416562770316,357.0396511351634,349.39465417892563,351.0166320800781,60478500,0.0,0.0,0.0,-0.017549576445200943,0.021779586086660724,49999025.0,361.4439361572266,,28.315998789484496,0.15594022076623398
2023-10-04 00:00:00-04:00,351.8572485236486,356.64401482464,351.3924163527906,355.7934875488281,54786700,0.0,0.0,0.0,0.013608629996940458,0.01476024338733496,50588425.0,360.7294662475586,,31.142059486150018,0.1649752392762706
2023-10-05 00:00:00-04:00,355.7835571778173,356.18905160524014,351.2341722850515,354.7451171875,45897400,0.0,0.0,0.0,-0.002946569844632818,0.013967434871188782,50280260.0,360.0949142456055,,35.379608851737075,0.1638765992634507
2023-10-06 00:00:00-04:00,351.7385400567002,361.88570979622455,350.94735056368444,360.68902587890625,75049100,0.0,0.0,0.0,0.01675543482749231,0.030326287876062057,52242710.0,359.7318801879883,,43.412933294136984,0.17632758354045325
2023-10-09 00:00:00-04:00,358.31540634756425,363.07250347096567,356.8121341989908,362.528564453125,45304800,0.0,0.0,0.0,0.005100068042647621,0.01726862345707474,52511120.0,359.2440490722656,,46.426301207757476,0.1714621242215127
2023-10-10 00:00:00-04:00,362.8648390363328,367.19667276001644,362.3604685243872,364.5362548828125,46968800,0.0,0.0,0.0,0.005538019970139807,0.013266730457808427,52790010.0,359.06300354003906,,54.708122856218395,0.16897548297004358
2023-10-11 00:00:00-04:00,365.87137731768263,367.3252113657118,364.1406239358356,367.1372985839844,38215100,0.0,0.0,0.0,0.0071352126608312805,0.008674104870736056,52385730.0,358.9418975830078,,67.14578307336754,0.17049057490631334
2023-10-12 00:00:00-04:00,367.6417329815512,369.62960652463215,363.45824355755127,365.86151123046875,49587900,0.0,0.0,0.0,-0.0034749597996068804,0.016868030054118834,52463155.0,358.6059005737305,,64.9502412140146,0.16782621667507652
2023-10-13 00:00:00-04:00,366.4944940495016,367.0780016326102,359.8582686148347,361.2626647949219,52469900,0.0,0.0,0.0,-0.012569910456227018,0.01998471948900104,51596090.0,358.3589462280273,,56.57010541430948,0.16267214533379531
2023-10-16 00:00:00-04:00,362.58787471183587,366.40543777164197,362.4395304620122,365.3471984863281,44201100,0.0,0.0,0.0,0.011306271279720947,0.010855173725324643,51960970.0,358.29713287353513,,68.14711172117856,0.16806123072218426
2023-10-17 00:00:00-04:00,361.78684429918513,365.8516584957348,359.66049588808954,364.15057373046875,50999100,0.0,0.0,0.0,-0.003275308421187062,0.017001655508107838,52629840.0,358.21455535888674,,65.57038536324997,0.16829210858655466
2023-10-18 00:00:00-04:00,361.64837996937655,363.8637348239223,358.0384984704244,359.3736572265625,54280500,0.0,0.0,0.0,-0.013117970555339475,0.016209413896538006,53068155.0,358.1566955566406,,56.07433953132496,0.16689892423170818
2023-10-19 00:00:00-04:00,360.79787522637764,361.994559387875,355.21001906416774,356.0111083984375,72274200,0.0,0.0,0.0,-0.009356692569163827,0.019057102892739427,53195125.0,358.2610397338867,,51.798604835803125,0.15663676954735448
2023-10-20 00:00:00-04:00,355.50670070681446,356.0803388497667,350.4726834372753,350.7001647949219,72559700,0.0,0.0,0.0,-0.014917915419570993,0.015989885307782996,54243625.0,358.0973617553711,,43.29172434756609,0.1657468784951453
2023-10-23 00:00:00-04:00,349.37483301501817,355.3088446215991,347.25835438800465,351.7583312988281,60665200,0.0,0.0,0.0,0.003017296853923712,0.02288642376676323,55318485.0,357.90252685546875,,50.845110778222406,0.16514418138571718
2023-10-24 00:00:00-04:00,353.5780890392742,355.9516876307687,351.8770045153468,355.1802673339844,47082100,0.0,0.0,0.0,0.009728088095372511,0.011472155100301059,54989705.0,358.1458206176758,361.49403686523436,49.27902003559332,0.15955773417224717
2023-10-25 00:00:00-04:00,352.7770376254362,352.9550507479015,345.90346141587315,346.4869689941406,71190500,0.0,0.0,0.0,-0.024475735673877508,0.020351672539083585,55745930.0,357.9134048461914,361.18645141601564,41.77012692598488,0.18270015668431203
2023-10-26 00:00:00-04:00,345.28037461682135,346.2199385928812,338.5848419189369,339.88043212890625,78621400,0.0,0.0,0.0,-0.019067201529723632,0.022464066631080856,56854335.0,357.2037948608398,360.82336975097655,29.532964888920375,0.19061834958111032
2023-10-27 00:00:00-04:00,342.6200066775301,345.00350547458015,340.29584559476757,341.5123291015625,63476700,0.0,0.0,0.0,0.004801385482637421,0.013784743561666755,56786690.0,356.562922668457,360.5711413574219,29.24395004514936,0.1919285092430935
2023-10-30 00:00:00-04:00,344.0045390300603,346.6847560770493,342.63974167585883,345.3594970703125,55298500,0.0,0.0,0.0,0.0112650924751998,0.011712474784983115,56970360.0,355.96655426025393,360.4047454833984,31.72467185585971,0.19423541704214273
2023-10-31 00:00:00-04:00,345.38916089957746,347.3869339674992,342.80785012267415,347.0111083984375,47671900,0.0,0.0,0.0,0.00478229596155777,0.013195784613233057,56330030.0,355.7662780761719,360.15741638183596,30.46638741830327,0.1859506102711538
2023-11-01 00:00:00-04:00,347.851758224222,353.59785699318877,347.75285199534585,353.03411865234375,58992700,0.0,0.0,0.0,0.017356822615000045,0.016556487571669772,56540330.0,355.62830963134763,360.0408172607422,38.60071813674973,0.19015316146945682
2023-11-02 00:00:00-04:00,357.56380378332756,359.6802524412386,356.3374207375808,359.4429016113281,58162400,0.0,0.0,0.0,0.01815343792676183,0.009300035384402877,57153580.0,355.8631988525391,359.93921813964846,48.433236922533645,0.20074417782324488
2023-11-03 00:00:00-04:00,360.7384562741133,364.9614836767162,360.510974963259,363.6658935546875,53280500,0.0,0.0,0.0,0.011748714258727366,0.012237905155073236,56065150.0,356.0120422363281,360.0779174804687,48.5558884511443,0.19617923616220218
2023-11-06 00:00:00-05:00,364.437361884806,365.713183001741,362.87475189954245,365.1494445800781,38848700,0.0,0.0,0.0,0.0040794340401006934,0.007773340872701492,55742345.0,356.1430862426758,360.1909844970703,50.853745121698644,0.19589395126112752
2023-11-07 00:00:00-05:00,366.19774599268464,369.47134007582156,364.991162390487,368.6010437011719,50777400,0.0,0.0,0.0,0.00945256571610864,0.012154544220354137,55932775.0,356.34632568359376,360.3189636230469,58.06955935988607,0.19773121824510545
2023-11-08 00:00:00-05:00,368.9768845386732,369.67909774992506,366.5439478608687,368.83843994140625,35663400,0.0,0.0,0.0,0.0006440465763488668,0.008500062763399686,55805190.0,356.43138275146487,360.2934826660156,61.86641551962256,0.19623500473251307
2023-11-09 00:00:00-05:00,369.53071378986675,370.67792952498826,365.50546849309717,365.9999694824219,53859400,0.0,0.0,0.0,-0.007695701292509738,0.014132408369338705,56018765.0,356.4383056640625,360.1699517822266,64.83217124166299,0.1978780823839706
2023-11-10 00:00:00-05:00,367.7307346570792,374.37682937255494,367.19666512065413,374.2284851074219,58309800,0.0,0.0,0.0,0.022482285003018854,0.019186578621453006,56310760.0,357.0865966796875,360.188671875,69.1245881848132,0.20703334721066213
2023-11-13 00:00:00-05:00,372.64609843480275,374.11970186099234,371.1131271170165,373.06146240234375,40733500,0.0,0.0,0.0,-0.0031184764162009992,0.008059194119421673,56137380.0,357.4723098754883,360.1919519042969,65.82634884192045,0.20460823067849265
2023-11-14 00:00:00-05:00,379.4899541356577,382.01192737916085,378.9657842757992,381.0921325683594,67792600,0.0,0.0,0.0,0.021526399736659485,0.007993193359391243,56977055.0,358.3193878173828,360.34636352539064,80.99197993672284,0.21614946464173987
2023-11-15 00:00:00-05:00,382.99101481592743,383.48551580342377,380.01410921297696,381.3789367675781,54141400,0.0,0.0,0.0,0.0007525849386758043,0.00910225042806275,56970100.0,359.4196517944336,360.5722845458984,91.90964583588882,0.20844238797688572
2023-11-16 00:00:00-05:00,380.60754481449135,381.9427036166771,379.3416233993847,381.7053527832031,45343500,0.0,0.0,0.0,0.0008558837003207476,0.006814366626840937,55623565.0,360.70436401367186,360.85766845703125,91.69053951476022,0.20346798179275621
2023-11-17 00:00:00-05:00,380.97345347587924,382.81301289776684,380.06358853417015,381.7943420410156,46571900,0.0,0.0,0.0,0.00023313599655772066,0.007201322965915827,54324175.0,362.2590728759766,361.1345611572266,90.9879215957693,0.19199442411505024
2023-11-20 00:00:00-05:00,381.80417506572763,387.1052409949252,381.80417506572763,386.4425964355469,44429600,0.0,0.0,0.0,0.012174759766429233,0.013717602505762413,53512395.0,363.9932861328125,361.41770935058594,91.55715797362014,0.19390862100990322
2023-11-21 00:00:00-05:00,384.7316708398114,384.9492524832218,382.44707867497453,384.1976013183594,43337000,0.0,0.0,0.0,-0.00580938834873479,0.006512726262894834,53325140.0,365.44415283203125,361.73851806640624,85.68518105643219,0.19648063442528266
2023-11-22 00:00:00-05:00,386.274481196069,388.7469859580349,384.76130948902363,385.77008056640625,44121000,0.0,0.0,0.0,0.004092891893783257,0.010331740769422268,51971665.0,367.4083084106445,362.0627313232422,83.90217563020653,0.16523755470134302
2023-11-24 00:00:00-05:00,385.364610352234,385.9580175687415,384.2272641267292,385.2261657714844,15718800,0.0,0.0,0.0,-0.0014099455150157203,0.004492824205090459,48826535.0,369.67559509277345,362.31562561035156,80.66975468085937,0.14055324683935863
2023-11-27 00:00:00-05:00,384.7316791532629,386.84812774676544,384.00969682499436,384.8899230957031,34139700,0.0,0.0,0.0,-0.0008728448523424026,0.007374656366530283,47359685.0,371.84447479248047,362.68938903808595,79.02860425249288,0.14279087261568535
2023-11-28 00:00:00-05:00,384.1383200955071,386.48225030937186,383.7822636348714,385.89874267578125,35491100,0.0,0.0,0.0,0.00262105999545037,0.0069966195167650135,46369315.0,373.8714370727539,363.0756945800781,77.40534268101052,0.14188515432756843
2023-11-29 00:00:00-05:00,388.37115744159854,389.8052222653731,385.1766704480151,385.5228271484375,38811700,0.0,0.0,0.0,-0.0009741299614950405,0.012005908577693349,45926305.0,375.7970230102539,363.4701086425781,76.31813560496946,0.14378511178705544
2023-11-30 00:00:00-05:00,385.78993306792995,386.25476527085897,381.57680456724404,384.5536804199219,52834400,0.0,0.0,0.0,-0.0025138504396329253,0.01216464941515246,45618390.0,377.3730010986328,363.95056518554685,81.10097093338517,0.13893100613402887
2023-12-01 00:00:00-05:00,383.4855418533156,386.24486600192876,381.8240256661291,385.6514587402344,40490100,0.0,0.0,0.0,0.0028546816119761065,0.011463305105186769,44734775.0,378.6834289550781,364.5851098632813,75.16356302521008,0.12898628632858877
2023-12-04 00:00:00-05:00,381.84377722021844,382.34817789667375,378.4515076157717,382.0712585449219,51186900,0.0,0.0,0.0,-0.009283512648979864,0.010198805049461532,44630095.0,379.6036972045898,365.147060546875,67.94020599763012,0.13281742169477867
2023-12-05 00:00:00-05:00,380.1624789576286,384.227262537292,379.9844356660515,383.03057861328125,42933000,0.0,0.0,0.0,0.0025108407055083326,0.011076992564408708,44834310.0,380.49775390625,365.69457153320315,55.37284875429488,0.1326873848322984
2023-12-06 00:00:00-05:00,385.9778078206892,386.07671405916574,380.46908950270466,380.8152160644531,41994100,0.0,0.0,0.0,-0.005783774644960715,0.01472531642620074,44395145.0,381.10846252441405,366.3045880126953,48.58842804437068,0.13300813590216065
2023-12-07 00:00:00-05:00,383.80198677485436,386.96677484627355,382.704178936353,386.1360168457031,49593500,0.0,0.0,0.0,0.013972132826618688,0.011039104678038486,45091650.0,381.9733413696289,367.0046026611328,58.87473990234265,0.13988809564083726
2023-12-08 00:00:00-05:00,384.3954265404366,388.3019663914368,384.2075137429867,387.85693359375,46687500,0.0,0.0,0.0,0.004456763091163607,0.010556605525940455,44733055.0,383.0661895751953,367.68028869628904,61.398356966711304,0.13489754996569644
